Price,Close,High,Low,Open,Volume
Ticker,OXY,OXY,OXY,OXY,OXY
Date,,,,,
2021-02-16,24.933496475219727,25.39522948903805,24.386957300853734,25.12195900319912,19260400
2021-02-17,25.18792152404785,25.611961333130928,24.358690316333334,25.29157609900415,15082100
2021-02-18,23.821577072143555,25.187924325101644,23.755613918819154,24.924078901052656,15311700
2021-02-19,23.9534969329834,24.405804860925294,23.585996966194603,23.859265665334185,14936100
2021-02-22,24.942914962768555,25.87580052169271,24.33041456112884,24.49060713977106,22820600
2021-02-23,24.55657196044922,25.112534412506644,23.011185780390896,24.773304395732733,22587700
2021-02-24,26.535423278808594,27.025424426773846,24.462342604993708,24.971190365721913,27789000
2021-02-25,25.20676612854004,26.89350012658005,24.924074143219453,26.544845000526973,21142500
2021-02-26,25.074840545654297,25.451763748319216,23.755606640359677,24.74503206933064,21626700
2021-03-01,26.045419692993164,26.648498663776046,25.451765825021486,25.790997633754873,16185700
2021-03-02,26.215036392211914,26.865230112894494,25.74388188682403,25.99830575108832,16557000
2021-03-03,27.006576538085938,27.751001531244953,26.384652724786626,26.384652724786626,20382100
2021-03-04,28.175037384033203,28.862922489559725,26.893498427905694,27.496575583730404,39491600
2021-03-05,29.42831039428711,30.643889898209665,28.269270725880833,29.767542218137464,42026500
2021-03-08,28.052541732788086,30.059659281643416,27.92061723946378,29.852351931150842,22684800
2021-03-09,27.0062198638916,28.014828848096613,26.59146414587392,27.543516104231433,23868200
2021-03-10,27.675491333007812,27.929998907483185,26.902538540930028,27.19475200668522,24101800
2021-03-11,29.202543258666992,30.00377544964595,28.061967044032563,28.222213482228355,21984300
2021-03-12,28.87262535095215,29.47590704140641,28.712378904757156,28.93861066237494,16114000
2021-03-15,27.618932723999023,28.57098491168057,27.119342245829767,28.316477335105002,19532800
2021-03-16,26.55376434326172,27.562373490112037,26.195567391245202,26.95909365601444,16895200
2021-03-17,27.373849868774414,27.458684523594115,26.336961289275546,26.43122421430558,16242400
2021-03-18,25.092695236206055,27.025077071979755,24.989005840851856,26.85540416973314,24421000
2021-03-19,26.487781524658203,26.921388467207905,25.168105954308793,25.450892934413748,29558100
2021-03-22,25.88450050354004,26.610322714072446,25.705402917498912,26.22384632621302,14200400
2021-03-23,25.064414978027344,25.714827148822213,24.593102175579165,24.866462666082967,20609400
2021-03-24,25.507448196411133,26.365237347361436,25.413185276961677,25.92220396323934,15596400
2021-03-25,25.168106079101562,25.243516060697846,23.895561066487975,24.791054373204364,18172000
2021-03-26,26.16728973388672,26.299256756988054,25.318926960677267,26.148436788324858,16268500
2021-03-29,25.450891494750977,25.77138434629591,24.8476116790973,25.743104930718765,13907100
2021-03-30,25.7619571685791,26.129580571431003,25.017283891274527,25.15867736945483,9799200
2021-03-31,25.092695236206055,25.837368554169192,25.083268764090608,25.761958575161334,15989700
2021-04-01,25.809093475341797,26.223849328547434,24.894747101465484,25.281223533572092,27311000
2021-04-05,23.857851028442383,25.592282101498064,23.631621122989312,25.450888635329328,32081300
2021-04-06,23.89555549621582,24.68736101735759,23.810719061956675,24.150064798993252,20232400
2021-04-07,23.84842872619629,24.19720101509679,23.575068216877117,24.027528106870374,14354600
2021-04-08,23.311132431030273,23.518511229482733,22.849246067619642,23.490231812080363,14911100
2021-04-09,23.17916488647461,23.593920676054587,22.971787890642492,23.32998484670083,10378800
