Price,Close,High,Low,Open,Volume
Ticker,TGT,TGT,TGT,TGT,TGT
Date,,,,,
2021-02-16,166.47732543945312,168.21556353419783,166.09299031673095,166.95774434285585,2500300
2021-02-17,169.1065216064453,169.64807746582116,165.17584328393474,165.26318369411612,3459300
2021-02-18,167.193603515625,167.32462080614678,164.2150193802003,164.45086383144982,2983500
2021-02-19,164.93124389648438,168.10198153443767,164.52943541975566,167.6652395645751,3120100
2021-02-22,165.07974243164062,166.32008808574653,163.8830603139555,164.3198023046255,2152600
2021-02-23,162.782470703125,164.85262341543773,160.8171318005575,164.29359421628416,2828100
2021-02-24,163.411376953125,163.9791361823106,160.98309266829185,162.48548611005575,3738400
2021-02-25,161.66439819335938,166.2239851155807,161.22765625313363,164.66918487464153,4355600
2021-02-26,160.23191833496094,163.19302876959048,159.1313198876219,162.5990526771948,4340400
2021-03-01,162.54661560058594,163.8481114085623,161.46350409571244,162.42432838783225,3683500
2021-03-02,151.54075622558594,169.089048007346,150.38775085466096,164.22373533590556,22090500
2021-03-03,151.64553833007812,154.4930910067916,150.7545810323849,152.85968040127602,8285300
2021-03-04,148.33505249023438,152.51903479433273,145.72333065154777,150.56242592567017,7111700
2021-03-05,150.77206420898438,152.84221689260673,145.9154956095876,148.73684501869047,6008100
2021-03-08,154.49310302734375,155.89068268821862,151.63682008770343,153.0955366947763,4558600
2021-03-09,156.51080322265625,157.87344899264474,154.7813092257718,155.7596200346074,3752400
2021-03-10,155.98675537109375,158.65088391313358,155.55874346489506,157.200897450475,3314800
2021-03-11,156.63314819335938,157.3057212379704,154.9560472817148,156.484644193061,3045200
2021-03-12,157.23587036132812,157.53286508922278,155.96932106331417,157.13978657577894,2441900
2021-03-15,158.18795776367188,158.79065052801633,155.9780443094846,157.61145512476003,3453100
2021-03-16,157.41055297851562,157.82982155453436,155.58496134149172,157.19218198479433,3437300
2021-03-17,155.8295440673828,156.93014246432963,155.3665986023621,156.7991118641506,2929300
2021-03-18,156.8864288330078,158.23158804612046,154.32711431964535,154.81627645271888,2859300
2021-03-19,163.82192993164062,164.47704294390127,156.9039381215652,157.13103916762455,7745200
2021-03-22,164.24993896484375,166.29390182197287,163.11442033437214,163.42887513329129,3952200
2021-03-23,165.01856994628906,166.65198050650338,163.71707419106377,164.01406883426222,2920200
2021-03-24,164.45957946777344,165.49029760005658,163.6734491368885,165.0098786963784,2489700
2021-03-25,168.3203582763672,168.90559093660266,163.92673497554097,164.29359664337628,3444700
2021-03-26,175.52662658691406,175.77120106775416,169.48211823643402,169.71796267449753,6046100
2021-03-29,173.13323974609375,176.40880418308558,172.52179038854396,174.77538032059104,3231800
2021-03-30,174.39108276367188,175.88474633232224,172.60918119154474,173.01971975545354,2810800
2021-03-31,173.01095581054688,175.85850841674025,172.97600899204048,174.73170676526468,3556600
2021-04-01,175.32569885253906,175.98081181258144,171.51730831169374,173.0721086705964,2730200
2021-04-05,179.36993408203125,179.76299919303315,176.44375752443673,176.44375752443673,2833000
2021-04-06,179.43978881835938,181.14309306359272,177.27355250678838,178.54010147946192,2494900
2021-04-07,178.58380126953125,179.9377041362178,178.26061645434518,179.7193331360525,2100400
2021-04-08,177.71905517578125,178.89825054343976,176.81062437916682,178.49645537933958,3032600
2021-04-09,179.37867736816406,179.64945527955206,177.78893006757764,178.19073857784608,2900500
2021-04-12,179.15158081054688,180.24343585369184,177.73652761138115,179.3088015391716,3191300
2021-04-13,179.0118408203125,179.93773187119777,177.7627515761164,179.55339671913742,2393400
