Price,Close,High,Low,Open,Volume
Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Date,,,,,
2021-02-17,604.090576171875,608.6463120404412,601.3571346507352,604.090576171875,107614290
2021-02-18,601.3572387695312,605.9129754268762,597.7126494436553,605.0018280954072,53109010
2021-02-19,594.0679931640625,598.6237293079587,589.5122570201663,597.7125820791795,50279585
2021-02-22,592.2457275390625,603.1794948167068,592.2457275390625,601.3572002704327,36474610
2021-02-23,584.0453491210938,585.8676435021268,576.7561715969615,584.0453491210938,50076333
2021-02-24,569.4669189453125,579.48953671875,569.4669189453125,571.2892130859375,66206750
2021-02-25,578.5784301757812,579.4895773099164,572.2004002368357,579.4895773099164,43231417
2021-02-26,552.1551513671875,563.0889167407952,552.1551513671875,556.710886939524,111861175
2021-03-02,554.8887329101562,566.733648390997,554.8887329101562,565.8225010463169,54041533
2021-03-03,566.7335815429688,566.7335815429688,547.5994895616145,554.8886674592733,48252965
2021-03-04,547.599609375,556.7110837406407,547.599609375,554.8887888675125,67711962
2021-03-05,547.599609375,551.2441991212563,532.110102953411,535.7546926996672,79918467
2021-03-08,544.8659057617188,555.7996697569372,544.8659057617188,553.9773757577341,43219772
2021-03-09,542.1326293945312,542.1326293945312,533.0211566315979,533.0211566315979,68768861
2021-03-10,543.9547729492188,547.5993610426808,540.3101848557567,547.5993610426808,40146301
2021-03-11,554.8887329101562,557.6221749441964,542.1326700846354,543.0438174293155,54416046
2021-03-12,559.4443969726562,563.0889858780156,554.8886608409571,560.3555441989961,33168846
2021-03-15,556.7109985351562,559.4444404264909,554.8887039409332,559.4444404264909,27416758
2021-03-16,558.5331420898438,558.5331420898438,553.0662597855386,555.7997009376912,36949425
2021-03-17,552.5864868164062,559.9055131318553,550.7567302375439,559.9055131318553,39517807
2021-03-18,550.7568969726562,557.1610469374546,550.7568969726562,554.4164112382553,29415526
2021-03-19,540.6930541992188,547.0972020492941,540.6930541992188,543.4376889921082,70866028
2021-03-22,542.5228881835938,547.0972801581603,536.1187394192006,537.9484962090272,34089033
2021-03-23,543.437744140625,551.6716493548769,542.5228657834859,546.1823792120423,29374037
2021-03-24,526.969970703125,532.4592412312825,522.395578596327,522.395578596327,107253959
2021-03-25,526.0552368164062,531.5445088527514,521.4808434527853,523.3106007982337,67833354
2021-03-26,539.7782592773438,541.6080160884534,530.6294752217956,532.4592320329052,36829858
2021-03-29,548.0120849609375,550.7567197771025,545.2674501447725,548.0120849609375,37884733
2021-03-30,546.182373046875,548.9270080873116,541.6079813128141,548.9270080873116,33099123
2021-03-31,537.0335083007812,546.1822903842698,537.0335083007812,545.267412175921,38790886
2021-04-01,550.7568969726562,550.7568969726562,543.4378684414581,547.0973827070571,43091157
2021-04-07,558.0758666992188,561.7353805792136,556.2461097592213,561.7353805792136,24603109
2021-04-08,560.8203125,560.8203125,551.6715308931484,554.4161653752038,23976625
2021-04-09,558.0758666992188,565.3948944592084,557.16098822922,565.3948944592084,27303862
2021-04-12,553.5014038085938,560.8204306358149,551.6716471017885,559.9055522824123,22606128
2021-04-13,553.5014038085938,560.8204306358149,552.5865254551911,552.5865254551911,25971622
2021-04-14,559.905517578125,559.905517578125,548.9269780177697,556.2460043913399,30077913
2021-04-15,566.3096923828125,566.3096923828125,555.3311523043088,559.9055440036853,33530942
2021-04-16,558.0758666992188,558.9907451692175,551.6717174092277,558.0758666992188,48507383
2021-04-19,551.6715698242188,555.3310827252086,549.8418133737239,553.5013262747137,24231637
2021-04-20,550.7568969726562,550.7568969726562,544.3527470078579,547.0973827070571,34771635
2021-04-21,541.6079711914062,548.0121194994127,541.6079711914062,548.0121194994127,38458220
2021-04-22,540.6930541992188,547.0972020492941,540.6930541992188,545.2674455207011,33868521
2021-04-23,550.7568969726562,550.7568969726562,539.7783541758591,541.6081113086586,27754511
2021-04-26,558.0758666992188,558.0758666992188,551.6717174092277,553.5014743492252,30887664
2021-04-27,558.0758666992188,558.9907451692175,553.5014743492252,556.2461097592213,26317481
2021-04-28,550.7568969726562,556.2461683710548,549.8420184062564,554.4164112382553,24024054
2021-04-29,548.9270629882812,557.1609689331054,548.9270629882812,557.1609689331054,31828333
2021-05-03,537.948486328125,546.1823917311065,537.948486328125,544.3526349748884,41762441
2021-05-04,540.6930541992188,543.4376889921082,532.4591498205505,537.9484194063293,40273595
2021-05-05,535.2039794921875,543.4378868689904,535.2039794921875,543.4378868689904,29254785
2021-05-06,537.0335083007812,539.7781429258278,530.6293608423392,539.7781429258278,30725590
2021-05-07,548.0120849609375,548.9269632329925,538.8633022403876,543.4376936006626,28075722
2021-05-10,538.8633422851562,546.1823690054979,537.9484639451135,545.2674906654552,20434079
2021-05-11,522.3955688476562,530.6294744862357,521.4806904433697,529.7145960819491,59349193
2021-05-12,512.3318481445312,522.3955094473703,473.9069595336914,518.7359962463379,131741482
2021-05-13,500.4385681152344,515.076624952243,494.9492968013561,500.4385681152344,66765627
2021-05-14,509.5872802734375,514.1616723764307,505.0128881704444,508.6724018528389,37533726
2021-05-17,502.268310546875,510.5022172771516,494.94928234218463,497.6939179189435,56270958
2021-05-18,523.3104248046875,524.2253031697306,507.7574925989538,515.076519519299,43689316
2021-05-19,518.7360229492188,523.3104146859844,516.9062662545125,522.3955363386312,28908777
